lat,lon,alt,time_s,speed,heading
31.1959685,121.4001430,49.07,58.51,14.58,0.0
31.1959320,121.4002073,49.07,59.01,14.58,0.0
31.1958955,121.4002715,49.07,59.52,14.58,0.0
31.1958590,121.4003357,49.07,60.02,14.58,0.0
31.1958225,121.4004000,49.07,60.52,14.58,0.0
31.1957860,121.4004642,49.07,61.03,14.58,0.0
31.1957494,121.4005285,49.07,61.53,14.58,0.0
31.1957129,121.4005927,49.07,62.03,14.58,0.0
31.1956764,121.4006569,49.07,62.54,14.58,0.0
31.1956399,121.4007212,49.07,63.04,14.58,0.0
31.1956034,121.4007854,49.07,63.54,14.58,0.0
31.1955669,121.4008497,49.07,64.04,14.58,0.0
31.1955304,121.4009139,49.07,64.55,14.58,0.0
31.1954939,121.4009781,49.07,65.05,14.58,0.0
31.1954574,121.4010424,49.07,65.55,14.58,0.0
31.1954208,121.4011066,49.07,66.06,14.58,0.0
31.1953843,121.4011709,49.07,66.56,14.58,0.0
31.1953478,121.4012351,49.07,67.06,14.58,0.0
31.1953113,121.4012993,49.07,67.57,14.58,0.0
31.1952748,121.4013636,49.07,68.07,14.58,0.0
31.1952383,121.4014278,49.07,68.57,14.58,0.0
31.1952018,121.4014921,49.07,69.08,14.58,0.0
31.1951653,121.4015563,49.07,69.58,14.58,0.0
31.1951288,121.4016205,49.07,70.08,14.58,0.0
31.1950923,121.4016848,49.07,70.58,14.58,0.0
31.1950557,121.4017490,49.07,71.09,14.58,0.0
31.1950192,121.4018133,49.07,71.59,14.58,0.0
31.1949827,121.4018775,49.07,72.09,14.58,0.0
31.1949462,121.4019417,49.07,72.60,14.58,0.0
31.1949097,121.4020060,49.07,73.10,14.58,0.0
31.1948732,121.4020702,49.07,73.60,14.58,0.0
31.1948367,121.4021345,49.07,74.11,14.58,0.0
31.1948002,121.4021987,49.07,74.61,14.58,0.0
31.1947637,121.4022630,49.07,75.11,14.58,0.0
31.1947271,121.4023272,49.07,75.62,14.58,0.0
31.1946906,121.4023914,49.07,76.12,14.58,0.0
31.1946541,121.4024557,49.07,76.62,14.58,0.0
31.1946176,121.4025199,49.07,77.12,14.58,0.0
31.1945811,121.4025842,49.07,77.63,14.58,0.0
31.1945446,121.4026484,49.07,78.13,14.58,0.0
31.1945081,121.4027126,49.07,78.63,14.58,0.0
31.1944716,121.4027769,49.07,79.14,14.58,0.0
31.1944351,121.4028411,49.07,79.64,14.58,0.0
31.1943986,121.4029054,49.07,80.14,14.58,0.0
31.1943620,121.4029696,49.07,80.65,14.58,0.0
31.1943255,121.4030338,49.07,81.15,14.58,0.0
31.1942890,121.4030981,49.07,81.65,14.58,0.0
31.1942525,121.4031623,49.07,82.16,14.58,0.0
31.1942160,121.4032266,49.07,82.66,14.58,0.0
31.1941795,121.4032908,49.07,83.16,14.58,0.0
31.1941430,121.4033550,49.07,83.67,14.58,0.0
31.1941065,121.4034193,49.07,84.17,14.58,0.0
31.1940700,121.4034835,49.07,84.67,14.58,0.0
31.1940335,121.4035478,49.07,85.17,14.58,0.0
31.1939969,121.4036120,49.07,85.68,14.58,0.0
31.1939604,121.4036762,49.07,86.18,14.58,0.0
31.1939239,121.4037405,49.07,86.68,14.58,0.0
31.1938874,121.4038047,49.07,87.19,14.58,0.0
31.1938507,121.4037406,49.07,87.69,14.58,0.0
31.1938139,121.4036764,49.07,88.19,14.58,0.0
31.1937772,121.4036123,49.07,88.70,14.58,0.0
31.1937405,121.4035481,49.07,89.20,14.58,0.0
31.1937037,121.4034840,49.07,89.70,14.58,0.0
31.1936670,121.4034199,49.07,90.21,14.58,0.0
31.1936303,121.4033557,49.07,90.71,14.58,0.0
31.1935935,121.4032916,49.07,91.21,14.58,0.0
31.1935568,121.4032274,49.07,91.72,14.58,0.0
31.1935201,121.4031633,49.07,92.22,14.58,0.0
31.1934833,121.4030992,49.07,92.73,14.58,0.0
31.1934466,121.4030350,49.07,93.23,14.58,0.0
31.1934099,121.4029709,49.07,93.73,14.58,0.0
31.1933731,121.4029067,49.07,94.24,14.58,0.0
31.1933364,121.4028426,49.07,94.74,14.58,0.0
31.1932997,121.4027785,49.07,95.24,14.58,0.0
31.1932629,121.4027143,49.07,95.75,14.58,0.0
31.1932262,121.4026502,49.07,96.25,14.58,0.0
31.1931895,121.4025860,49.07,96.75,14.58,0.0
31.1931527,121.4025219,49.07,97.26,14.58,0.0
31.1931160,121.4024577,49.07,97.76,14.58,0.0
31.1930792,121.4023936,49.07,98.26,14.58,0.0
31.1930425,121.4023295,49.07,98.77,14.58,0.0
31.1930058,121.4022653,49.07,99.27,14.58,0.0
31.1929690,121.4022012,49.07,99.77,14.58,0.0
31.1929323,121.4021370,49.07,100.28,14.58,0.0
31.1928956,121.4020729,49.07,100.78,14.58,0.0
31.1928588,121.4020088,49.07,101.29,14.58,0.0
31.1928221,121.4019446,49.07,101.79,14.58,0.0
31.1927854,121.4018805,49.07,102.29,14.58,0.0
31.1927486,121.4018163,49.07,102.80,14.58,0.0
31.1927119,121.4017522,49.07,103.30,14.58,0.0
31.1926752,121.4016881,49.07,103.80,14.58,0.0
31.1926384,121.4016239,49.07,104.31,14.58,0.0
31.1926017,121.4015598,49.07,104.81,14.58,0.0
31.1925650,121.4014956,49.07,105.31,14.58,0.0
31.1925282,121.4014315,49.07,105.82,14.58,0.0
31.1924915,121.4013673,49.07,106.32,14.58,0.0
31.1924548,121.4013032,49.07,106.82,14.58,0.0
31.1924180,121.4012391,49.07,107.33,14.58,0.0
31.1923813,121.4011749,49.07,107.83,14.58,0.0
31.1923446,121.4011108,49.07,108.33,14.58,0.0
31.1923078,121.4010466,49.07,108.84,14.58,0.0
31.1922711,121.4009825,49.07,109.34,14.58,0.0
31.1922344,121.4009184,49.07,109.85,14.58,0.0
31.1921976,121.4008542,49.07,110.35,14.58,0.0
31.1921609,121.4007901,49.07,110.85,14.58,0.0
31.1921242,121.4007259,49.07,111.36,14.58,0.0
31.1920874,121.4006618,49.07,111.86,14.58,0.0
31.1920507,121.4005977,49.07,112.36,14.58,0.0
31.1920139,121.4005335,49.07,112.87,14.58,0.0
31.1919772,121.4004694,49.07,113.37,14.58,0.0
31.1919405,121.4004052,49.07,113.87,14.58,0.0
31.1919037,121.4003411,49.07,114.38,14.58,0.0
31.1918670,121.4002769,49.07,114.88,14.58,0.0
31.1918303,121.4002128,49.07,115.38,14.58,0.0
31.1917935,121.4001487,49.07,115.89,14.58,0.0
31.1917568,121.4000845,49.07,116.39,14.58,0.0
31.1917201,121.4000204,49.07,116.89,14.58,0.0
31.1916833,121.3999562,49.07,117.40,14.58,0.0
31.1916466,121.3998921,49.07,117.90,14.58,0.0
31.1916099,121.3998280,49.07,118.40,14.58,0.0
31.1915731,121.3997638,49.07,118.91,14.58,0.0
31.1915364,121.3996997,49.07,119.41,14.58,0.0
31.1914997,121.3996355,49.07,119.92,14.58,0.0
31.1914629,121.3995714,49.07,120.42,14.58,0.0
31.1914262,121.3995073,49.07,120.92,14.58,0.0
31.1913895,121.3994431,49.07,121.43,14.58,0.0
31.1913527,121.3993790,49.07,121.93,14.58,0.0
31.1913160,121.3993148,49.07,122.43,14.58,0.0
31.1912793,121.3992507,49.07,122.94,14.58,0.0
31.1912425,121.3991865,49.07,123.44,14.58,0.0
31.1912058,121.3991224,49.07,123.94,14.58,0.0
31.1911691,121.3990583,49.07,124.45,14.58,0.0
31.1911323,121.3989941,49.07,124.95,14.58,0.0
31.1910956,121.3989300,49.07,125.45,14.58,0.0
31.1910588,121.3988658,49.07,125.96,14.58,0.0
31.1910221,121.3988017,49.07,126.46,14.58,0.0
31.1909854,121.3987376,49.07,126.96,14.58,0.0
31.1909486,121.3986734,49.07,127.47,14.58,0.0
31.1909119,121.3986093,49.07,127.97,14.58,0.0
31.1908752,121.3985451,49.07,128.48,14.58,0.0
31.1908384,121.3984810,49.07,128.98,14.58,0.0
31.1908017,121.3984169,49.07,129.48,14.58,0.0
31.1907650,121.3983527,49.07,129.99,14.58,0.0
31.1907282,121.3982886,49.07,130.49,14.58,0.0
31.1906915,121.3982244,49.07,130.99,14.58,0.0
31.1906548,121.3981603,49.07,131.50,14.58,0.0
31.1906180,121.3980961,49.07,132.00,14.58,0.0
31.1905813,121.3980320,49.07,132.50,14.58,0.0
31.1905446,121.3979679,49.07,133.01,14.58,0.0
31.1905078,121.3979037,49.07,133.51,14.58,0.0
31.1904711,121.3978396,49.07,134.01,14.58,0.0
31.1904344,121.3977754,49.07,134.52,14.58,0.0
31.1903976,121.3977113,49.07,135.02,14.58,0.0
31.1903609,121.3976472,49.07,135.52,14.58,0.0
31.1903242,121.3975830,49.07,136.03,14.58,0.0
31.1902874,121.3975189,49.07,136.53,14.58,0.0
31.1902507,121.3974547,49.07,137.04,14.58,0.0
31.1902140,121.3973906,49.07,137.54,14.58,0.0
31.1902414,121.3973208,49.07,138.04,14.58,0.0
31.1902689,121.3972510,49.07,138.54,14.58,0.0
31.1902964,121.3971813,49.07,139.04,14.58,0.0
31.1903239,121.3971115,49.07,139.54,14.58,0.0
31.1903513,121.3970417,49.07,140.04,14.58,0.0
31.1903788,121.3969719,49.07,140.55,14.58,0.0
31.1904063,121.3969021,49.07,141.05,14.58,0.0
31.1904338,121.3968323,49.07,141.55,14.58,0.0
31.1904612,121.3967626,49.07,142.05,14.58,0.0
31.1904887,121.3966928,49.07,142.55,14.58,0.0
31.1905162,121.3966230,49.07,143.05,14.58,0.0
31.1905437,121.3965532,49.07,143.55,14.58,0.0
31.1905711,121.3964834,49.07,144.05,14.58,0.0
31.1905986,121.3964137,49.07,144.55,14.58,0.0
31.1906261,121.3963439,49.07,145.06,14.58,0.0
31.1906536,121.3962741,49.07,145.56,14.58,0.0
31.1906811,121.3962043,49.07,146.06,14.58,0.0
31.1907085,121.3961345,49.07,146.56,14.58,0.0
31.1907360,121.3960647,49.07,147.06,14.58,0.0
31.1907635,121.3959950,49.07,147.56,14.58,0.0
31.1907910,121.3959252,49.07,148.06,14.58,0.0
31.1908184,121.3958554,49.07,148.56,14.58,0.0
31.1908459,121.3957856,49.07,149.06,14.58,0.0
31.1908734,121.3957158,49.07,149.56,14.58,0.0
31.1909009,121.3956461,49.07,150.07,14.58,0.0
31.1909283,121.3955763,49.07,150.57,14.58,0.0
31.1909558,121.3955065,49.07,151.07,14.58,0.0
31.1909833,121.3954367,49.07,151.57,14.58,0.0
31.1910108,121.3953669,49.07,152.07,14.58,0.0
31.1910382,121.3952972,49.07,152.57,14.58,0.0
31.1910657,121.3952274,49.07,153.07,14.58,0.0
31.1910932,121.3951576,49.07,153.57,14.58,0.0
31.1911207,121.3950878,49.07,154.07,14.58,0.0
31.1911482,121.3950180,49.07,154.58,14.58,0.0
31.1911756,121.3949482,49.07,155.08,14.58,0.0
31.1912031,121.3948785,49.07,155.58,14.58,0.0
31.1912306,121.3948087,49.07,156.08,14.58,0.0
31.1912581,121.3947389,49.07,156.58,14.58,0.0
31.1912855,121.3946691,49.07,157.08,14.58,0.0
31.1913130,121.3945993,49.07,157.58,14.58,0.0
31.1913405,121.3945296,49.07,158.08,14.58,0.0
31.1913680,121.3944598,49.07,158.58,14.58,0.0
31.1913954,121.3943900,49.07,159.09,14.58,0.0
31.1914229,121.3943202,49.07,159.59,14.58,0.0
31.1914504,121.3942504,49.07,160.09,14.58,0.0
31.1914779,121.3941807,49.07,160.59,14.58,0.0
31.1915053,121.3941109,49.07,161.09,14.58,0.0
31.1915328,121.3940411,49.07,161.59,14.58,0.0
31.1915603,121.3939713,49.07,162.09,14.58,0.0
31.1915878,121.3939015,49.07,162.59,14.58,0.0
31.1916153,121.3938317,49.07,163.09,14.58,0.0
31.1916427,121.3937620,49.07,163.60,14.58,0.0
31.1916702,121.3936922,49.07,164.10,14.58,0.0
31.1916977,121.3936224,49.07,164.60,14.58,0.0
31.1917252,121.3935526,49.07,165.10,14.58,0.0
31.1917526,121.3934828,49.07,165.60,14.58,0.0
31.1917801,121.3934131,49.07,166.10,14.58,0.0
31.1918076,121.3933433,49.07,166.60,14.58,0.0
31.1918351,121.3932735,49.07,167.10,14.58,0.0
31.1918625,121.3932037,49.07,167.60,14.58,0.0
31.1918900,121.3931339,49.07,168.11,14.58,0.0
31.1919175,121.3930641,49.07,168.61,14.58,0.0
31.1919450,121.3929944,49.07,169.11,14.58,0.0
31.1919724,121.3929246,49.07,169.61,14.58,0.0
31.1919999,121.3928548,49.07,170.11,14.58,0.0
31.1920274,121.3927850,49.07,170.61,14.58,0.0
31.1920549,121.3927152,49.07,171.11,14.58,0.0
31.1920824,121.3926455,49.07,171.61,14.58,0.0
31.1921098,121.3925757,49.07,172.11,14.58,0.0
31.1921373,121.3925059,49.07,172.62,14.58,0.0
31.1921648,121.3924361,49.07,173.12,14.58,0.0
31.1921923,121.3923663,49.07,173.62,14.58,0.0
31.1922197,121.3922966,49.07,174.12,14.58,0.0
31.1922472,121.3922268,49.07,174.62,14.58,0.0
31.1922747,121.3921570,49.07,175.12,14.58,0.0
31.1923022,121.3920872,49.07,175.62,14.58,0.0
31.1923296,121.3920174,49.07,176.12,14.58,0.0
31.1923571,121.3919476,49.07,176.62,14.58,0.0
31.1923846,121.3918779,49.07,177.13,14.58,0.0
31.1924121,121.3918081,49.07,177.63,14.58,0.0
31.1924395,121.3917383,49.07,178.13,14.58,0.0
31.1924670,121.3916685,49.07,178.63,14.58,0.0
31.1924945,121.3915987,49.07,179.13,14.58,0.0
31.1925220,121.3915290,49.07,179.63,14.58,0.0
31.1925495,121.3914592,49.07,180.13,14.58,0.0
31.1925769,121.3913894,49.07,180.63,14.58,0.0
31.1926044,121.3913196,49.07,181.13,14.58,0.0
31.1926319,121.3912498,49.07,181.64,14.58,0.0
31.1926594,121.3911801,49.07,182.14,14.58,0.0
31.1926868,121.3911103,49.07,182.64,14.58,0.0
31.1927143,121.3910405,49.07,183.14,14.58,0.0
31.1927418,121.3909707,49.07,183.64,14.58,0.0
31.1927693,121.3909009,49.07,184.14,14.58,0.0
31.1927967,121.3908311,49.07,184.64,14.58,0.0
31.1928242,121.3907614,49.07,185.14,14.58,0.0
31.1928517,121.3906916,49.07,185.64,14.58,0.0
31.1928792,121.3906218,49.07,186.15,14.58,0.0
31.1929066,121.3905520,49.07,186.65,14.58,0.0
31.1929341,121.3904822,49.07,187.15,14.58,0.0
31.1929616,121.3904125,49.07,187.65,14.58,0.0
31.1929891,121.3903427,49.07,188.15,14.58,0.0
31.1930166,121.3902729,49.07,188.65,14.58,0.0
31.1930440,121.3902031,49.07,189.15,14.58,0.0
31.1930715,121.3901333,49.07,189.65,14.58,0.0
31.1930990,121.3900635,49.07,190.15,14.58,0.0
31.1931265,121.3899938,49.07,190.66,14.58,0.0
31.1931539,121.3899240,49.07,191.16,14.58,0.0
31.1931814,121.3898542,49.07,191.66,14.58,0.0
31.1932089,121.3897844,49.07,192.16,14.58,0.0
31.1932364,121.3897146,49.07,192.66,14.58,0.0
31.1932638,121.3896449,49.07,193.16,14.58,0.0
31.1932913,121.3895751,49.07,193.66,14.58,0.0
31.1933188,121.3895053,49.07,194.16,14.58,0.0
31.1933463,121.3894355,49.07,194.66,14.58,0.0
31.1933737,121.3893657,49.07,195.16,14.58,0.0
31.1934012,121.3892960,49.07,195.67,14.58,0.0
31.1934287,121.3892262,49.07,196.17,14.58,0.0
31.1934562,121.3891564,49.07,196.67,14.58,0.0
31.1934837,121.3890866,49.07,197.17,14.58,0.0
31.1935111,121.3890168,49.07,197.67,14.58,0.0
31.1935386,121.3889470,49.07,198.17,14.58,0.0
31.1935661,121.3888773,49.07,198.67,14.58,0.0
31.1935936,121.3888075,49.07,199.17,14.58,0.0
31.1936210,121.3887377,49.07,199.67,14.58,0.0
31.1936485,121.3886679,49.07,200.18,14.58,0.0
31.1936760,121.3885981,49.07,200.68,14.58,0.0
31.1937035,121.3885284,49.07,201.18,14.58,0.0
31.1937309,121.3884586,49.07,201.68,14.58,0.0
31.1937584,121.3883888,49.07,202.18,14.58,0.0
31.1937859,121.3883190,49.07,202.68,14.58,0.0
31.1938134,121.3882492,49.07,203.18,14.58,0.0
31.1938408,121.3881795,49.07,203.68,14.58,0.0
31.1938683,121.3881097,49.07,204.18,14.58,0.0
31.1938958,121.3880399,49.07,204.69,14.58,0.0
31.1939233,121.3879701,49.07,205.19,14.58,0.0
31.1939508,121.3879003,49.07,205.69,14.58,0.0
31.1939782,121.3878305,49.07,206.19,14.58,0.0
31.1940057,121.3877608,49.07,206.69,14.58,0.0
31.1940332,121.3876910,49.07,207.19,14.58,0.0
31.1940607,121.3876212,49.07,207.69,14.58,0.0
31.1940881,121.3875514,49.07,208.19,14.58,0.0
31.1941156,121.3874816,49.07,208.69,14.58,0.0
31.1941431,121.3874119,49.07,209.20,14.58,0.0
31.1941706,121.3873421,49.07,209.70,14.58,0.0
31.1941980,121.3872723,49.07,210.20,14.58,0.0
31.1942255,121.3872025,49.07,210.70,14.58,0.0
31.1942530,121.3871327,49.07,211.20,14.58,0.0
31.1942805,121.3870629,49.07,211.70,14.58,0.0
31.1943079,121.3869932,49.07,212.20,14.58,0.0
31.1943354,121.3869234,49.07,212.70,14.58,0.0
31.1943629,121.3868536,49.07,213.20,14.58,0.0
31.1943904,121.3867838,49.07,213.71,14.58,0.0
31.1944179,121.3867140,49.07,214.21,14.58,0.0
31.1944453,121.3866443,49.07,214.71,14.58,0.0
31.1944728,121.3865745,49.07,215.21,14.58,0.0
31.1945003,121.3865047,49.07,215.71,14.58,0.0
31.1945278,121.3864349,49.07,216.21,14.58,0.0
31.1945552,121.3863651,49.07,216.71,14.58,0.0
31.1945827,121.3862954,49.07,217.21,14.58,0.0
31.1946102,121.3862256,49.07,217.71,14.58,0.0
31.1946377,121.3861558,49.07,218.22,14.58,0.0
31.1946651,121.3860860,49.07,218.72,14.58,0.0
31.1946926,121.3860162,49.07,219.22,14.58,0.0
31.1947201,121.3859464,49.07,219.72,14.58,0.0
31.1947476,121.3858767,49.07,220.22,14.58,0.0
31.1947750,121.3858069,49.07,220.72,14.58,0.0
31.1948025,121.3857371,49.07,221.22,14.58,0.0
31.1948300,121.3856673,49.07,221.72,14.58,0.0
31.1948575,121.3855975,49.07,222.22,14.58,0.0
31.1948850,121.3855278,49.07,222.73,14.58,0.0
31.1949124,121.3854580,49.07,223.23,14.58,0.0
31.1949399,121.3853882,49.07,223.73,14.58,0.0
31.1949674,121.3853184,49.07,224.23,14.58,0.0
31.1949949,121.3852486,49.07,224.73,14.58,0.0
31.1950223,121.3851789,49.07,225.23,14.58,0.0
31.1950498,121.3851091,49.07,225.73,14.58,0.0
31.1950773,121.3850393,49.07,226.23,14.58,0.0
31.1951048,121.3849695,49.07,226.73,14.58,0.0
31.1951322,121.3848997,49.07,227.24,14.58,0.0
31.1951597,121.3848299,49.07,227.74,14.58,0.0
31.1951872,121.3847602,49.07,228.24,14.58,0.0
31.1952147,121.3846904,49.07,228.74,14.58,0.0
31.1952421,121.3846206,49.07,229.24,14.58,0.0
31.1952696,121.3845508,49.07,229.74,14.58,0.0
31.1952971,121.3844810,49.07,230.24,14.58,0.0
31.1953246,121.3844113,49.07,230.74,14.58,0.0
31.1953521,121.3843415,49.07,231.24,14.58,0.0
31.1953795,121.3842717,49.07,231.75,14.58,0.0
31.1954070,121.3842019,49.07,232.25,14.58,0.0
31.1954345,121.3841321,49.07,232.75,14.58,0.0
31.1954620,121.3840623,49.07,233.25,14.58,0.0
31.1954894,121.3839926,49.07,233.75,14.58,0.0
31.1955169,121.3839228,49.07,234.25,14.58,0.0
31.1955444,121.3838530,49.07,234.75,14.58,0.0
31.1955719,121.3837832,49.07,235.25,14.58,0.0
31.1955993,121.3837134,49.07,235.75,14.58,0.0
31.1956268,121.3836437,49.07,236.26,14.58,0.0
31.1956543,121.3835739,49.07,236.76,14.58,0.0
31.1956818,121.3835041,49.07,237.26,14.58,0.0
31.1957092,121.3834343,49.07,237.76,14.58,0.0
31.1957367,121.3833645,49.07,238.26,14.58,0.0
31.1957642,121.3832948,49.07,238.76,14.58,0.0
31.1957917,121.3832250,49.07,239.26,14.58,0.0
31.1958192,121.3831552,49.07,239.76,14.58,0.0
31.1958466,121.3830854,49.07,240.26,14.58,0.0
31.1958741,121.3830156,49.07,240.76,14.58,0.0
31.1959016,121.3829458,49.07,241.27,14.58,0.0
31.1959291,121.3828761,49.07,241.77,14.58,0.0
31.1959565,121.3828063,49.07,242.27,14.58,0.0
31.1959840,121.3827365,49.07,242.77,14.58,0.0
31.1960115,121.3826667,49.07,243.27,14.58,0.0
31.1959858,121.3827374,49.07,243.77,14.58,0.0
31.1959600,121.3828080,49.07,244.27,14.58,0.0
31.1959343,121.3828787,49.07,244.77,14.58,0.0
31.1959086,121.3829493,49.07,245.27,14.58,0.0
31.1958829,121.3830200,49.07,245.77,14.58,0.0
31.1958571,121.3830906,49.07,246.28,14.58,0.0
31.1958314,121.3831613,49.07,246.78,14.58,0.0
31.1958057,121.3832319,49.07,247.28,14.58,0.0
31.1957800,121.3833026,49.07,247.78,14.58,0.0
31.1957542,121.3833732,49.07,248.28,14.58,0.0
31.1957285,121.3834438,49.07,248.78,14.58,0.0
31.1957028,121.3835145,49.07,249.28,14.58,0.0
31.1956771,121.3835851,49.07,249.78,14.58,0.0
31.1956513,121.3836558,49.07,250.28,14.58,0.0
