lat,lon,alt,time_s,speed,heading
31.1985507,121.3955996,65.07,34.89,9.58,0.0
31.1985268,121.3956417,65.07,35.40,9.58,0.0
31.1985029,121.3956838,65.07,35.90,9.58,0.0
31.1984790,121.3957259,65.07,36.40,9.58,0.0
31.1984551,121.3957680,65.07,36.90,9.58,0.0
31.1984311,121.3958100,65.07,37.40,9.58,0.0
31.1984072,121.3958521,65.07,37.90,9.58,0.0
31.1983833,121.3958942,65.07,38.40,9.58,0.0
31.1983594,121.3959363,65.07,38.91,9.58,0.0
31.1983355,121.3959783,65.07,39.41,9.58,0.0
31.1983116,121.3960204,65.07,39.91,9.58,0.0
31.1982877,121.3960625,65.07,40.41,9.58,0.0
31.1982637,121.3961046,65.07,40.91,9.58,0.0
31.1982398,121.3961466,65.07,41.41,9.58,0.0
31.1982159,121.3961887,65.07,41.92,9.58,0.0
31.1981920,121.3962308,65.07,42.42,9.58,0.0
31.1981681,121.3962729,65.07,42.92,9.58,0.0
31.1981442,121.3963150,65.07,43.42,9.58,0.0
31.1981203,121.3963570,65.07,43.92,9.58,0.0
31.1980963,121.3963991,65.07,44.42,9.58,0.0
31.1980724,121.3964412,65.07,44.92,9.58,0.0
31.1980485,121.3964833,65.07,45.43,9.58,0.0
31.1980246,121.3965253,65.07,45.93,9.58,0.0
31.1980007,121.3965674,65.07,46.43,9.58,0.0
31.1979768,121.3966095,65.07,46.93,9.58,0.0
31.1979529,121.3966516,65.07,47.43,9.58,0.0
31.1979289,121.3966937,65.07,47.93,9.58,0.0
31.1979050,121.3967357,65.07,48.43,9.58,0.0
31.1978811,121.3967778,65.07,48.94,9.58,0.0
31.1978572,121.3968199,65.07,49.44,9.58,0.0
31.1978333,121.3968620,65.07,49.94,9.58,0.0
31.1978094,121.3969040,65.07,50.44,9.58,0.0
31.1977855,121.3969461,65.07,50.94,9.58,0.0
31.1977615,121.3969882,65.07,51.44,9.58,0.0
31.1977376,121.3970303,65.07,51.94,9.58,0.0
31.1977137,121.3970723,65.07,52.45,9.58,0.0
31.1976898,121.3971144,65.07,52.95,9.58,0.0
31.1976659,121.3971565,65.07,53.45,9.58,0.0
31.1976420,121.3971986,65.07,53.95,9.58,0.0
31.1976180,121.3972407,65.07,54.45,9.58,0.0
31.1975941,121.3972827,65.07,54.95,9.58,0.0
31.1975702,121.3973248,65.07,55.45,9.58,0.0
31.1975463,121.3973669,65.07,55.96,9.58,0.0
31.1975224,121.3974090,65.07,56.46,9.58,0.0
31.1974985,121.3974510,65.07,56.96,9.58,0.0
31.1974746,121.3974931,65.07,57.46,9.58,0.0
31.1974506,121.3975352,65.07,57.96,9.58,0.0
31.1974267,121.3975773,65.07,58.46,9.58,0.0
31.1974028,121.3976194,65.07,58.97,9.58,0.0
31.1973789,121.3976614,65.07,59.47,9.58,0.0
31.1973550,121.3977035,65.07,59.97,9.58,0.0
31.1973311,121.3977456,65.07,60.47,9.58,0.0
31.1973072,121.3977877,65.07,60.97,9.58,0.0
31.1972832,121.3978297,65.07,61.47,9.58,0.0
31.1972593,121.3978718,65.07,61.97,9.58,0.0
31.1972354,121.3979139,65.07,62.48,9.58,0.0
31.1972115,121.3979560,65.07,62.98,9.58,0.0
31.1971876,121.3979980,65.07,63.48,9.58,0.0
31.1971637,121.3980401,65.07,63.98,9.58,0.0
31.1971398,121.3980822,65.07,64.48,9.58,0.0
31.1971158,121.3981243,65.07,64.98,9.58,0.0
31.1970919,121.3981664,65.07,65.48,9.58,0.0
31.1970680,121.3982084,65.07,65.99,9.58,0.0
31.1970441,121.3982505,65.07,66.49,9.58,0.0
31.1970202,121.3982926,65.07,66.99,9.58,0.0
31.1969963,121.3983347,65.07,67.49,9.58,0.0
31.1969724,121.3983767,65.07,67.99,9.58,0.0
31.1969484,121.3984188,65.07,68.49,9.58,0.0
31.1969245,121.3984609,65.07,68.99,9.58,0.0
31.1969006,121.3985030,65.07,69.50,9.58,0.0
31.1968767,121.3985451,65.07,70.00,9.58,0.0
31.1968528,121.3985871,65.07,70.50,9.58,0.0
31.1968289,121.3986292,65.07,71.00,9.58,0.0
31.1968050,121.3986713,65.07,71.50,9.58,0.0
31.1967810,121.3987134,65.07,72.00,9.58,0.0
31.1967571,121.3987554,65.07,72.51,9.58,0.0
31.1967332,121.3987975,65.07,73.01,9.58,0.0
31.1967093,121.3988396,65.07,73.51,9.58,0.0
31.1966854,121.3988817,65.07,74.01,9.58,0.0
31.1966615,121.3989237,65.07,74.51,9.58,0.0
31.1966376,121.3989658,65.07,75.01,9.58,0.0
31.1966136,121.3990079,65.07,75.51,9.58,0.0
31.1965897,121.3990500,65.07,76.02,9.58,0.0
31.1965658,121.3990921,65.07,76.52,9.58,0.0
31.1965419,121.3991341,65.07,77.02,9.58,0.0
31.1965180,121.3991762,65.07,77.52,9.58,0.0
31.1964941,121.3992183,65.07,78.02,9.58,0.0
31.1964702,121.3992604,65.07,78.52,9.58,0.0
31.1964462,121.3993024,65.07,79.02,9.58,0.0
31.1964223,121.3993445,65.07,79.53,9.58,0.0
31.1963984,121.3993866,65.07,80.03,9.58,0.0
31.1963745,121.3994287,65.07,80.53,9.58,0.0
31.1963506,121.3994708,65.07,81.03,9.58,0.0
31.1963267,121.3995128,65.07,81.53,9.58,0.0
31.1963028,121.3995549,65.07,82.03,9.58,0.0
31.1962788,121.3995970,65.07,82.53,9.58,0.0
31.1962549,121.3996391,65.07,83.04,9.58,0.0
31.1962310,121.3996811,65.07,83.54,9.58,0.0
31.1962071,121.3997232,65.07,84.04,9.58,0.0
31.1961832,121.3997653,65.07,84.54,9.58,0.0
31.1961593,121.3998074,65.07,85.04,9.58,0.0
31.1961354,121.3998494,65.07,85.54,9.58,0.0
31.1961114,121.3998915,65.07,86.05,9.58,0.0
31.1960875,121.3999336,65.07,86.55,9.58,0.0
31.1960636,121.3999757,65.07,87.05,9.58,0.0
31.1960397,121.4000178,65.07,87.55,9.58,0.0
31.1960158,121.4000598,65.07,88.05,9.58,0.0
31.1959919,121.4001019,65.07,88.55,9.58,0.0
31.1959680,121.4001440,65.07,89.05,9.58,0.0
31.1959440,121.4001861,65.07,89.56,9.58,0.0
31.1959201,121.4002281,65.07,90.06,9.58,0.0
31.1958962,121.4002702,65.07,90.56,9.58,0.0
31.1958723,121.4003123,65.07,91.06,9.58,0.0
31.1958484,121.4003544,65.07,91.56,9.58,0.0
31.1958245,121.4003965,65.07,92.06,9.58,0.0
31.1958006,121.4004385,65.07,92.56,9.58,0.0
31.1957766,121.4004806,65.07,93.07,9.58,0.0
31.1957527,121.4005227,65.07,93.57,9.58,0.0
31.1957288,121.4005648,65.07,94.07,9.58,0.0
31.1957049,121.4006068,65.07,94.57,9.58,0.0
31.1956810,121.4006489,65.07,95.07,9.58,0.0
31.1956571,121.4006910,65.07,95.57,9.58,0.0
31.1956332,121.4007331,65.07,96.07,9.58,0.0
31.1956092,121.4007751,65.07,96.58,9.58,0.0
31.1955853,121.4008172,65.07,97.08,9.58,0.0
31.1955614,121.4008593,65.07,97.58,9.58,0.0
31.1955375,121.4009014,65.07,98.08,9.58,0.0
31.1955136,121.4009435,65.07,98.58,9.58,0.0
31.1954897,121.4009855,65.07,99.08,9.58,0.0
31.1954658,121.4010276,65.07,99.58,9.58,0.0
31.1954418,121.4010697,65.07,100.09,9.58,0.0
31.1954179,121.4011118,65.07,100.59,9.58,0.0
31.1953940,121.4011538,65.07,101.09,9.58,0.0
31.1953701,121.4011959,65.07,101.59,9.58,0.0
31.1953462,121.4012380,65.07,102.09,9.58,0.0
31.1953223,121.4012801,65.07,102.59,9.58,0.0
31.1952984,121.4013222,65.07,103.10,9.58,0.0
31.1952744,121.4013642,65.07,103.60,9.58,0.0
31.1952505,121.4014063,65.07,104.10,9.58,0.0
31.1952266,121.4014484,65.07,104.60,9.58,0.0
31.1952027,121.4014905,65.07,105.10,9.58,0.0
31.1951788,121.4015325,65.07,105.60,9.58,0.0
31.1951549,121.4015746,65.07,106.10,9.58,0.0
31.1951310,121.4016167,65.07,106.61,9.58,0.0
31.1951070,121.4016588,65.07,107.11,9.58,0.0
31.1950831,121.4017008,65.07,107.61,9.58,0.0
31.1950592,121.4017429,65.07,108.11,9.58,0.0
31.1950353,121.4017850,65.07,108.61,9.58,0.0
31.1950114,121.4018271,65.07,109.11,9.58,0.0
31.1949875,121.4018692,65.07,109.61,9.58,0.0
31.1949636,121.4019112,65.07,110.12,9.58,0.0
31.1949396,121.4019533,65.07,110.62,9.58,0.0
31.1949157,121.4019954,65.07,111.12,9.58,0.0
31.1948918,121.4020375,65.07,111.62,9.58,0.0
31.1948679,121.4020795,65.07,112.12,9.58,0.0
31.1948440,121.4021216,65.07,112.62,9.58,0.0
31.1948201,121.4021637,65.07,113.12,9.58,0.0
31.1947962,121.4022058,65.07,113.63,9.58,0.0
31.1947722,121.4022479,65.07,114.13,9.58,0.0
31.1947483,121.4022899,65.07,114.63,9.58,0.0
31.1947244,121.4023320,65.07,115.13,9.58,0.0
31.1947005,121.4023741,65.07,115.63,9.58,0.0
31.1946766,121.4024162,65.07,116.13,9.58,0.0
31.1946527,121.4024582,65.07,116.64,9.58,0.0
31.1946288,121.4025003,65.07,117.14,9.58,0.0
31.1946048,121.4025424,65.07,117.64,9.58,0.0
31.1945809,121.4025845,65.07,118.14,9.58,0.0
31.1945570,121.4026265,65.07,118.64,9.58,0.0
31.1945331,121.4026686,65.07,119.14,9.58,0.0
31.1945092,121.4027107,65.07,119.64,9.58,0.0
31.1944853,121.4027528,65.07,120.15,9.58,0.0
31.1944614,121.4027949,65.07,120.65,9.58,0.0
31.1944374,121.4028369,65.07,121.15,9.58,0.0
31.1944135,121.4028790,65.07,121.65,9.58,0.0
31.1943896,121.4029211,65.07,122.15,9.58,0.0
31.1943657,121.4029632,65.07,122.65,9.58,0.0
31.1943418,121.4030052,65.07,123.15,9.58,0.0
31.1943179,121.4030473,65.07,123.66,9.58,0.0
31.1942940,121.4030894,65.07,124.16,9.58,0.0
31.1942700,121.4031315,65.07,124.66,9.58,0.0
31.1942461,121.4031736,65.07,125.16,9.58,0.0
31.1942222,121.4032156,65.07,125.66,9.58,0.0
31.1941983,121.4032577,65.07,126.16,9.58,0.0
31.1941744,121.4032998,65.07,126.66,9.58,0.0
31.1941505,121.4033419,65.07,127.17,9.58,0.0
31.1941266,121.4033839,65.07,127.67,9.58,0.0
31.1941026,121.4034260,65.07,128.17,9.58,0.0
31.1940787,121.4034681,65.07,128.67,9.58,0.0
31.1940548,121.4035102,65.07,129.17,9.58,0.0
31.1940309,121.4035522,65.07,129.67,9.58,0.0
31.1940070,121.4035943,65.07,130.18,9.58,0.0
31.1939831,121.4036364,65.07,130.68,9.58,0.0
31.1939592,121.4036785,65.07,131.18,9.58,0.0
31.1939352,121.4037206,65.07,131.68,9.58,0.0
31.1939113,121.4037626,65.07,132.18,9.58,0.0
31.1938874,121.4038047,65.07,132.68,9.58,0.0
31.1938634,121.4037628,65.07,133.18,9.58,0.0
31.1938394,121.4037209,65.07,133.68,9.58,0.0
31.1938154,121.4036789,65.07,134.18,9.58,0.0
31.1937914,121.4036370,65.07,134.69,9.58,0.0
31.1937674,121.4035951,65.07,135.19,9.58,0.0
31.1937434,121.4035532,65.07,135.69,9.58,0.0
31.1937193,121.4035113,65.07,136.19,9.58,0.0
31.1936953,121.4034693,65.07,136.69,9.58,0.0
31.1936713,121.4034274,65.07,137.19,9.58,0.0
31.1936473,121.4033855,65.07,137.69,9.58,0.0
31.1936233,121.4033436,65.07,138.19,9.58,0.0
31.1935993,121.4033016,65.07,138.69,9.58,0.0
31.1935753,121.4032597,65.07,139.19,9.58,0.0
31.1935513,121.4032178,65.07,139.69,9.58,0.0
31.1935273,121.4031759,65.07,140.19,9.58,0.0
31.1935033,121.4031340,65.07,140.70,9.58,0.0
31.1934792,121.4030920,65.07,141.20,9.58,0.0
31.1934552,121.4030501,65.07,141.70,9.58,0.0
31.1934312,121.4030082,65.07,142.20,9.58,0.0
31.1934072,121.4029663,65.07,142.70,9.58,0.0
31.1933832,121.4029243,65.07,143.20,9.58,0.0
31.1933592,121.4028824,65.07,143.70,9.58,0.0
31.1933352,121.4028405,65.07,144.20,9.58,0.0
31.1933112,121.4027986,65.07,144.70,9.58,0.0
31.1932872,121.4027567,65.07,145.20,9.58,0.0
31.1932632,121.4027147,65.07,145.70,9.58,0.0
31.1932392,121.4026728,65.07,146.20,9.58,0.0
31.1932151,121.4026309,65.07,146.71,9.58,0.0
31.1931911,121.4025890,65.07,147.21,9.58,0.0
31.1931671,121.4025470,65.07,147.71,9.58,0.0
31.1931431,121.4025051,65.07,148.21,9.58,0.0
31.1931191,121.4024632,65.07,148.71,9.58,0.0
31.1930951,121.4024213,65.07,149.21,9.58,0.0
31.1930711,121.4023794,65.07,149.71,9.58,0.0
31.1930471,121.4023374,65.07,150.21,9.58,0.0
31.1930231,121.4022955,65.07,150.71,9.58,0.0
31.1929991,121.4022536,65.07,151.21,9.58,0.0
31.1929750,121.4022117,65.07,151.71,9.58,0.0
31.1929510,121.4021697,65.07,152.21,9.58,0.0
31.1929270,121.4021278,65.07,152.72,9.58,0.0
31.1929030,121.4020859,65.07,153.22,9.58,0.0
31.1928790,121.4020440,65.07,153.72,9.58,0.0
31.1928550,121.4020021,65.07,154.22,9.58,0.0
31.1928310,121.4019601,65.07,154.72,9.58,0.0
31.1928070,121.4019182,65.07,155.22,9.58,0.0
31.1927830,121.4018763,65.07,155.72,9.58,0.0
31.1927590,121.4018344,65.07,156.22,9.58,0.0
31.1927350,121.4017924,65.07,156.72,9.58,0.0
31.1927109,121.4017505,65.07,157.22,9.58,0.0
31.1926869,121.4017086,65.07,157.72,9.58,0.0
31.1926629,121.4016667,65.07,158.22,9.58,0.0
31.1926389,121.4016248,65.07,158.73,9.58,0.0
31.1926149,121.4015828,65.07,159.23,9.58,0.0
31.1925909,121.4015409,65.07,159.73,9.58,0.0
31.1925669,121.4014990,65.07,160.23,9.58,0.0
31.1925429,121.4014571,65.07,160.73,9.58,0.0
31.1925189,121.4014151,65.07,161.23,9.58,0.0
31.1924949,121.4013732,65.07,161.73,9.58,0.0
31.1924708,121.4013313,65.07,162.23,9.58,0.0
31.1924468,121.4012894,65.07,162.73,9.58,0.0
31.1924228,121.4012475,65.07,163.23,9.58,0.0
31.1923988,121.4012055,65.07,163.73,9.58,0.0
31.1923748,121.4011636,65.07,164.23,9.58,0.0
31.1923508,121.4011217,65.07,164.74,9.58,0.0
31.1923268,121.4010798,65.07,165.24,9.58,0.0
31.1923028,121.4010378,65.07,165.74,9.58,0.0
31.1922788,121.4009959,65.07,166.24,9.58,0.0
31.1922548,121.4009540,65.07,166.74,9.58,0.0
31.1922308,121.4009121,65.07,167.24,9.58,0.0
31.1922067,121.4008701,65.07,167.74,9.58,0.0
31.1921827,121.4008282,65.07,168.24,9.58,0.0
31.1921587,121.4007863,65.07,168.74,9.58,0.0
31.1921347,121.4007444,65.07,169.24,9.58,0.0
31.1921107,121.4007025,65.07,169.74,9.58,0.0
31.1920867,121.4006605,65.07,170.24,9.58,0.0
31.1920627,121.4006186,65.07,170.75,9.58,0.0
31.1920387,121.4005767,65.07,171.25,9.58,0.0
31.1920147,121.4005348,65.07,171.75,9.58,0.0
31.1919907,121.4004928,65.07,172.25,9.58,0.0
31.1919666,121.4004509,65.07,172.75,9.58,0.0
31.1919426,121.4004090,65.07,173.25,9.58,0.0
31.1919186,121.4003671,65.07,173.75,9.58,0.0
31.1918946,121.4003252,65.07,174.25,9.58,0.0
31.1918706,121.4002832,65.07,174.75,9.58,0.0
31.1918466,121.4002413,65.07,175.25,9.58,0.0
31.1918226,121.4001994,65.07,175.75,9.58,0.0
31.1917986,121.4001575,65.07,176.25,9.58,0.0
31.1917746,121.4001155,65.07,176.76,9.58,0.0
31.1917506,121.4000736,65.07,177.26,9.58,0.0
31.1917266,121.4000317,65.07,177.76,9.58,0.0
31.1917025,121.3999898,65.07,178.26,9.58,0.0
31.1916785,121.3999479,65.07,178.76,9.58,0.0
31.1916545,121.3999059,65.07,179.26,9.58,0.0
31.1916305,121.3998640,65.07,179.76,9.58,0.0
31.1916065,121.3998221,65.07,180.26,9.58,0.0
31.1915825,121.3997802,65.07,180.76,9.58,0.0
31.1915585,121.3997382,65.07,181.26,9.58,0.0
31.1915345,121.3996963,65.07,181.76,9.58,0.0
31.1915105,121.3996544,65.07,182.26,9.58,0.0
31.1914865,121.3996125,65.07,182.77,9.58,0.0
31.1914624,121.3995706,65.07,183.27,9.58,0.0
31.1914384,121.3995286,65.07,183.77,9.58,0.0
31.1914144,121.3994867,65.07,184.27,9.58,0.0
31.1913904,121.3994448,65.07,184.77,9.58,0.0
31.1913664,121.3994029,65.07,185.27,9.58,0.0
31.1913424,121.3993609,65.07,185.77,9.58,0.0
31.1913184,121.3993190,65.07,186.27,9.58,0.0
31.1912944,121.3992771,65.07,186.77,9.58,0.0
31.1912704,121.3992352,65.07,187.27,9.58,0.0
31.1912464,121.3991933,65.07,187.77,9.58,0.0
31.1912224,121.3991513,65.07,188.27,9.58,0.0
31.1911983,121.3991094,65.07,188.78,9.58,0.0
31.1911743,121.3990675,65.07,189.28,9.58,0.0
31.1911503,121.3990256,65.07,189.78,9.58,0.0
31.1911263,121.3989836,65.07,190.28,9.58,0.0
31.1911023,121.3989417,65.07,190.78,9.58,0.0
31.1910783,121.3988998,65.07,191.28,9.58,0.0
31.1910543,121.3988579,65.07,191.78,9.58,0.0
31.1910303,121.3988160,65.07,192.28,9.58,0.0
31.1910063,121.3987740,65.07,192.78,9.58,0.0
31.1909823,121.3987321,65.07,193.28,9.58,0.0
31.1909582,121.3986902,65.07,193.78,9.58,0.0
31.1909342,121.3986483,65.07,194.28,9.58,0.0
31.1909102,121.3986063,65.07,194.78,9.58,0.0
31.1908862,121.3985644,65.07,195.29,9.58,0.0
31.1908622,121.3985225,65.07,195.79,9.58,0.0
31.1908382,121.3984806,65.07,196.29,9.58,0.0
31.1908142,121.3984387,65.07,196.79,9.58,0.0
31.1907902,121.3983967,65.07,197.29,9.58,0.0
31.1907662,121.3983548,65.07,197.79,9.58,0.0
31.1907422,121.3983129,65.07,198.29,9.58,0.0
31.1907182,121.3982710,65.07,198.79,9.58,0.0
31.1906941,121.3982290,65.07,199.29,9.58,0.0
31.1906701,121.3981871,65.07,199.79,9.58,0.0
31.1906461,121.3981452,65.07,200.29,9.58,0.0
31.1906221,121.3981033,65.07,200.79,9.58,0.0
31.1905981,121.3980614,65.07,201.30,9.58,0.0
31.1905741,121.3980194,65.07,201.80,9.58,0.0
31.1905501,121.3979775,65.07,202.30,9.58,0.0
31.1905261,121.3979356,65.07,202.80,9.58,0.0
31.1905021,121.3978937,65.07,203.30,9.58,0.0
31.1904781,121.3978517,65.07,203.80,9.58,0.0
31.1904540,121.3978098,65.07,204.30,9.58,0.0
31.1904300,121.3977679,65.07,204.80,9.58,0.0
31.1904060,121.3977260,65.07,205.30,9.58,0.0
31.1903820,121.3976841,65.07,205.80,9.58,0.0
31.1903580,121.3976421,65.07,206.30,9.58,0.0
31.1903340,121.3976002,65.07,206.80,9.58,0.0
31.1903100,121.3975583,65.07,207.31,9.58,0.0
31.1902860,121.3975164,65.07,207.81,9.58,0.0
31.1902620,121.3974744,65.07,208.31,9.58,0.0
31.1902380,121.3974325,65.07,208.81,9.58,0.0
31.1902140,121.3973906,65.07,209.31,9.58,0.0
31.1902320,121.3973447,65.07,209.81,9.58,0.0
31.1902501,121.3972989,65.07,210.31,9.58,0.0
31.1902681,121.3972530,65.07,210.81,9.58,0.0
31.1902862,121.3972071,65.07,211.31,9.58,0.0
31.1903043,121.3971613,65.07,211.82,9.58,0.0
31.1903223,121.3971154,65.07,212.32,9.58,0.0
31.1903404,121.3970695,65.07,212.82,9.58,0.0
31.1903584,121.3970236,65.07,213.32,9.58,0.0
31.1903765,121.3969778,65.07,213.82,9.58,0.0
31.1903946,121.3969319,65.07,214.32,9.58,0.0
31.1904126,121.3968860,65.07,214.82,9.58,0.0
31.1904307,121.3968402,65.07,215.32,9.58,0.0
31.1904487,121.3967943,65.07,215.83,9.58,0.0
31.1904668,121.3967484,65.07,216.33,9.58,0.0
31.1904849,121.3967026,65.07,216.83,9.58,0.0
31.1905029,121.3966567,65.07,217.33,9.58,0.0
31.1905210,121.3966108,65.07,217.83,9.58,0.0
31.1905390,121.3965650,65.07,218.33,9.58,0.0
31.1905571,121.3965191,65.07,218.83,9.58,0.0
31.1905752,121.3964732,65.07,219.33,9.58,0.0
31.1905932,121.3964274,65.07,219.84,9.58,0.0
31.1906113,121.3963815,65.07,220.34,9.58,0.0
31.1906294,121.3963356,65.07,220.84,9.58,0.0
31.1906474,121.3962897,65.07,221.34,9.58,0.0
31.1906655,121.3962439,65.07,221.84,9.58,0.0
31.1906835,121.3961980,65.07,222.34,9.58,0.0
31.1907016,121.3961521,65.07,222.84,9.58,0.0
31.1907197,121.3961063,65.07,223.34,9.58,0.0
31.1907377,121.3960604,65.07,223.85,9.58,0.0
31.1907558,121.3960145,65.07,224.35,9.58,0.0
31.1907738,121.3959687,65.07,224.85,9.58,0.0
31.1907919,121.3959228,65.07,225.35,9.58,0.0
31.1908100,121.3958769,65.07,225.85,9.58,0.0
31.1908280,121.3958311,65.07,226.35,9.58,0.0
31.1908461,121.3957852,65.07,226.85,9.58,0.0
31.1908641,121.3957393,65.07,227.35,9.58,0.0
31.1908822,121.3956935,65.07,227.86,9.58,0.0
31.1909003,121.3956476,65.07,228.36,9.58,0.0
31.1909183,121.3956017,65.07,228.86,9.58,0.0
31.1909364,121.3955558,65.07,229.36,9.58,0.0
31.1909544,121.3955100,65.07,229.86,9.58,0.0
31.1909725,121.3954641,65.07,230.36,9.58,0.0
31.1909906,121.3954182,65.07,230.86,9.58,0.0
31.1910086,121.3953724,65.07,231.36,9.58,0.0
31.1910267,121.3953265,65.07,231.87,9.58,0.0
31.1910448,121.3952806,65.07,232.37,9.58,0.0
31.1910628,121.3952348,65.07,232.87,9.58,0.0
31.1910809,121.3951889,65.07,233.37,9.58,0.0
31.1910989,121.3951430,65.07,233.87,9.58,0.0
31.1911170,121.3950972,65.07,234.37,9.58,0.0
31.1911351,121.3950513,65.07,234.87,9.58,0.0
31.1911531,121.3950054,65.07,235.37,9.58,0.0
31.1911712,121.3949596,65.07,235.88,9.58,0.0
31.1911892,121.3949137,65.07,236.38,9.58,0.0
31.1912073,121.3948678,65.07,236.88,9.58,0.0
31.1912254,121.3948219,65.07,237.38,9.58,0.0
31.1912434,121.3947761,65.07,237.88,9.58,0.0
31.1912615,121.3947302,65.07,238.38,9.58,0.0
31.1912795,121.3946843,65.07,238.88,9.58,0.0
31.1912976,121.3946385,65.07,239.38,9.58,0.0
31.1913157,121.3945926,65.07,239.89,9.58,0.0
31.1913337,121.3945467,65.07,240.39,9.58,0.0
31.1913518,121.3945009,65.07,240.89,9.58,0.0
31.1913698,121.3944550,65.07,241.39,9.58,0.0
31.1913879,121.3944091,65.07,241.89,9.58,0.0
31.1914060,121.3943633,65.07,242.39,9.58,0.0
31.1914240,121.3943174,65.07,242.89,9.58,0.0
31.1914421,121.3942715,65.07,243.39,9.58,0.0
31.1914602,121.3942256,65.07,243.90,9.58,0.0
31.1914782,121.3941798,65.07,244.40,9.58,0.0
31.1914963,121.3941339,65.07,244.90,9.58,0.0
31.1915143,121.3940880,65.07,245.40,9.58,0.0
31.1915324,121.3940422,65.07,245.90,9.58,0.0
31.1915505,121.3939963,65.07,246.40,9.58,0.0
31.1915685,121.3939504,65.07,246.90,9.58,0.0
31.1915866,121.3939046,65.07,247.40,9.58,0.0
31.1916046,121.3938587,65.07,247.91,9.58,0.0
31.1916227,121.3938128,65.07,248.41,9.58,0.0
31.1916408,121.3937670,65.07,248.91,9.58,0.0
31.1916588,121.3937211,65.07,249.41,9.58,0.0
31.1916769,121.3936752,65.07,249.91,9.58,0.0
